GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK
Players,1627736,Malik Beasley,Malik,1610612765,DET,28.0,5,2,3,0.4,4.448333333333333,0.0,16.2,0.0,0.0,16.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,0.0,0.0,0.0,8.1,0.0,0.0,24.3,-8.1,0,0,0.0,26,38,19,64,84,70,33,70,47,9,47,49,51,49,43,69,77,49,7,26,29,31,23,60,80,24,129,40,5,107
Players,1629622,Max Strus,Max,1610612739,CLE,29.0,3,1,2,0.333,6.71,10.7,21.5,0.5,5.4,10.7,0.5,10.7,10.7,1.0,0.0,0.0,0.0,5.4,5.4,0.0,0.0,5.4,0.0,5.4,37.6,42.9,40.2,0,0,48.3,56,53,43,70,66,16,14,29,13,20,24,11,14,1,43,69,77,22,12,26,29,7,77,27,10,17,31,40,5,23
Players,1628467,Maxi Kleber,Maxi,1610612747,LAL,33.0,1,0,1,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6,0.0,0.0,0.0,0.0,20.6,0.0,-41.1,-20.6,0,0,0.0,100,84,71,84,108,70,92,70,47,70,47,49,51,49,43,69,77,49,2,26,29,31,77,4,80,93,131,40,5,107
Players,1629008,Michael Porter Jr.,Michael,1610612743,DEN,26.0,5,2,3,0.4,20.285,3.5,7.1,0.5,3.5,5.3,0.667,1.8,3.5,0.5,1.8,8.9,10.6,0.0,1.8,0.0,0.0,0.0,1.8,3.5,12.4,-1.8,23.4,1,0,26.6,26,38,19,64,25,56,73,29,22,45,18,46,39,38,34,16,26,49,35,26,29,31,68,41,50,56,67,21,5,56
Players,1628969,Mikal Bridges,Mikal,1610612752,NYK,28.0,11,7,4,0.636,49.28,3.7,8.8,0.417,0.7,2.9,0.25,1.5,1.5,1.0,1.5,5.8,7.3,0.0,0.7,2.9,0.7,0.7,1.5,0.7,9.5,13.1,28.5,0,0,24.8,1,6,1,33,1,53,65,46,46,61,40,47,50,1,36,32,39,49,44,10,28,30,72,59,67,38,58,40,5,60
Players,201144,Mike Conley,Mike,1610612750,MIN,37.0,2,2,0,1.0,3.7716666666666665,9.5,19.1,0.5,9.5,19.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,19.1,0.0,28.6,133.6,43.0,0,0,47.7,76,38,124,1,91,20,23,29,9,5,24,49,51,49,43,69,77,11,45,26,29,31,8,60,19,5,26,40,5,24
Players,1630540,Miles McBride,Miles,1610612752,NYK,24.0,9,6,3,0.667,9.148333333333333,0.0,3.9,0.0,0.0,3.9,0.0,7.9,15.7,0.5,0.0,7.9,7.9,0.0,0.0,0.0,0.0,0.0,0.0,7.9,7.9,-43.3,17.3,0,0,15.7,15,10,19,27,55,70,87,70,47,52,47,15,9,38,43,22,37,49,45,26,29,31,77,16,70,94,83,40,5,86
Players,1629011,Mitchell Robinson,Mitchell,1610612752,NYK,27.0,11,7,4,0.636,6.931666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,5.2,10.4,0.0,0.0,0.0,0.0,0.0,0.0,15.6,0.0,-46.7,12.5,1,0,10.4,1,6,1,33,62,70,92,70,47,70,47,49,51,49,13,37,28,49,45,26,29,31,77,6,80,95,95,21,5,99
Players,1630541,Moses Moody,Moses,1610612744,GSW,23.0,1,1,0,1.0,0.25,144.0,144.0,1.0,144.0,144.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432.0,432.0,432.0,0,0,576.0,100,53,124,1,123,1,1,1,1,1,1,49,51,49,43,69,77,49,45,26,29,31,77,60,1,1,2,40,5,2
Players,1626167,Myles Turner,Myles,1610612754,IND,29.0,11,9,2,0.818,31.44333333333333,2.3,11.4,0.2,1.1,9.2,0.125,6.9,6.9,1.0,2.3,4.6,6.9,0.0,1.1,0.0,2.3,0.0,2.3,4.6,12.6,21.8,26.6,1,0,25.2,1,1,43,10,17,68,51,65,42,27,46,19,26,1,26,43,45,49,37,26,11,31,60,32,49,27,61,21,5,59
Players,1629675,Naz Reid,Naz,1610612750,MIN,25.0,4,3,1,0.75,7.336666666666667,14.7,19.6,0.75,14.7,14.7,1.0,9.8,9.8,1.0,0.0,4.9,4.9,4.9,0.0,0.0,0.0,4.9,0.0,9.8,54.0,98.1,67.2,0,0,78.5,39,29,71,19,59,7,20,16,5,13,1,13,17,1,43,42,60,26,45,26,29,10,77,12,5,8,9,40,5,6
Players,1629638,Nickeil Alexander-Walker,Nickeil,1610612750,MIN,26.0,3,2,1,0.667,5.491666666666666,0.0,13.1,0.0,0.0,6.6,0.0,0.0,0.0,0.0,6.6,0.0,6.6,6.6,0.0,0.0,0.0,6.6,26.2,0.0,0.0,-39.3,17.7,0,0,13.1,56,38,71,27,79,70,43,70,47,38,47,49,51,49,10,69,47,19,45,26,29,3,7,60,80,91,81,40,5,93
Players,201587,Nicolas Batum,Nicolas,1610612746,LAC,36.0,2,1,1,0.5,2.9716666666666667,12.1,24.2,0.5,12.1,24.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,12.1,12.1,0.0,0.0,0.0,0.0,0.0,36.3,48.5,42.4,0,0,60.6,76,53,71,44,96,13,11,29,6,3,24,49,51,49,43,69,77,4,4,26,29,31,77,60,12,15,29,40,5,10
Players,203999,Nikola Jokić,Nikola,1610612743,DEN,30.0,8,4,4,0.5,35.071666666666665,7.2,19.5,0.368,2.1,8.2,0.25,10.3,16.4,0.625,2.1,5.1,7.2,5.1,3.1,3.1,0.0,1.0,2.1,10.3,26.7,-1.0,49.2,7,1,47.2,18,20,1,44,13,28,21,49,33,30,40,12,8,37,30,38,41,23,26,9,29,22,64,10,22,55,21,1,1,25
Players,1631107,Nikola Jović,Nikola,1610612748,MIA,22.0,1,0,1,0.0,4.155,0.0,17.3,0.0,0.0,17.3,0.0,0.0,0.0,0.0,0.0,8.7,8.7,8.7,8.7,0.0,0.0,0.0,0.0,0.0,0.0,-60.6,14.7,0,0,17.3,100,84,71,84,85,70,26,70,47,7,47,49,51,49,43,18,34,13,6,26,29,31,77,60,80,102,90,40,5,79
Players,1626181,Norman Powell,Norman,1610612746,LAC,32.0,4,2,2,0.5,16.046666666666667,6.7,9.0,0.75,6.7,6.7,1.0,0.0,0.0,0.0,0.0,2.2,2.2,2.2,2.2,2.2,0.0,0.0,6.7,0.0,20.2,9.0,30.7,0,0,35.9,39,38,43,44,34,31,64,16,11,37,1,49,51,49,43,64,73,42,31,12,29,31,26,60,32,41,52,40,5,39
Players,1628384,OG Anunoby,OG,1610612752,NYK,27.0,11,7,4,0.636,48.791666666666664,3.0,5.2,0.571,1.5,2.2,0.667,2.2,3.0,0.75,0.7,2.2,3.0,1.5,0.7,2.2,0.7,0.7,3.7,1.5,9.6,14.0,23.5,0,0,21.4,1,6,1,33,2,62,82,26,40,64,18,41,42,32,42,66,71,46,43,14,27,29,45,58,66,36,66,40,5,69
Players,1630167,Obi Toppin,Obi,1610612754,IND,27.0,6,5,1,0.833,9.411666666666667,11.5,15.3,0.75,0.0,0.0,0.0,0.0,0.0,0.0,7.7,7.7,15.3,0.0,0.0,3.8,0.0,0.0,3.8,0.0,23.0,42.1,52.8,0,0,45.9,23,17,71,9,53,14,35,16,47,70,47,49,51,49,7,24,14,49,45,8,29,31,44,60,24,18,17,40,5,26
Players,1631094,Paolo Banchero,Paolo,1610612753,ORL,22.0,2,1,1,0.5,6.35,0.0,17.0,0.0,0.0,5.7,0.0,11.3,11.3,1.0,0.0,5.7,5.7,0.0,0.0,0.0,0.0,0.0,5.7,5.7,11.3,-28.3,18.1,0,0,17.0,76,53,71,44,72,70,29,70,47,42,47,9,12,1,43,34,55,49,45,26,29,31,33,24,54,84,79,40,5,84
Players,1627783,Pascal Siakam,Pascal,1610612754,IND,31.0,10,8,2,0.8,35.91166666666667,6.0,11.0,0.545,1.0,3.0,0.333,2.0,3.0,0.667,1.0,4.0,5.0,1.0,0.0,1.0,1.0,0.0,4.0,2.0,15.0,11.0,28.6,2,0,26.1,9,5,43,14,9,36,56,28,45,58,30,44,41,35,40,51,57,48,45,24,24,31,43,56,44,39,57,12,5,58
Players,1630194,Paul Reed,Paul,1610612765,DET,26.0,1,0,1,0.0,0.37666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.6,95.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.6,114.7,0,0,95.6,100,84,71,84,120,70,92,70,47,70,47,49,51,49,43,2,2,49,45,26,29,31,77,60,80,9,4,40,5,5
Players,1630202,Payton Pritchard,Payton,1610612738,BOS,27.0,2,1,1,0.5,4.928333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,-7.3,-7.3,0,0,0.0,76,53,71,44,83,70,92,70,47,70,47,49,51,49,43,69,77,49,8,26,29,31,77,60,80,66,128,40,5,107
Players,1631212,Peyton Watson,Peyton,1610612743,DEN,22.0,4,3,1,0.75,0.29833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-603.4,0.0,0,0,0.0,39,29,71,19,122,70,92,70,47,70,47,49,51,49,43,69,77,49,45,26,29,31,77,60,80,126,107,40,5,107
Players,1641842,Ronald Holland II,Ronald,1610612765,DET,19.0,1,0,1,0.0,0.04666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-771.4,0.0,0,0,0.0,100,84,71,84,125,70,92,70,47,70,47,49,51,49,43,69,77,49,45,26,29,31,77,60,80,127,107,40,5,107
Players,203497,Rudy Gobert,Rudy,1610612750,MIN,33.0,5,4,1,0.8,10.051666666666666,7.2,10.7,0.667,0.0,0.0,0.0,3.6,3.6,1.0,10.7,3.6,14.3,3.6,3.6,0.0,0.0,0.0,3.6,3.6,17.9,3.6,36.9,1,0,35.8,26,20,71,14,49,29,57,20,47,70,47,35,38,1,4,55,15,30,23,26,29,31,47,40,38,44,40,21,5,40
Players,1629060,Rui Hachimura,Rui,1610612747,LAL,27.0,3,0,3,0.0,10.5,3.4,6.9,0.5,3.4,6.9,0.5,0.0,0.0,0.0,3.4,0.0,3.4,0.0,0.0,0.0,0.0,0.0,10.3,0.0,10.3,-68.6,14.4,0,0,17.1,56,84,19,84,45,58,76,29,23,35,24,49,51,49,22,69,67,49,45,26,29,31,17,60,63,110,92,40,5,81
Players,201566,Russell Westbrook,Russell,1610612743,DEN,36.0,6,3,3,0.5,14.998333333333333,7.2,26.4,0.273,2.4,14.4,0.167,2.4,4.8,0.5,9.6,2.4,12.0,2.4,2.4,0.0,0.0,2.4,7.2,2.4,19.2,4.8,34.8,1,0,36.0,23,29,19,44,36,27,9,59,30,14,44,40,35,38,5,63,22,39,30,26,29,19,24,52,35,42,43,21,5,38
Players,1630241,Sam Merrill,Sam,1610612739,CLE,29.0,1,0,1,0.0,0.855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-210.5,0.0,0,0,0.0,100,84,71,84,115,70,92,70,47,70,47,49,51,49,43,69,77,49,45,26,29,31,77,60,80,125,107,40,5,107
Players,1630583,Santi Aldama,Santi,1610612763,MEM,24.0,2,0,2,0.0,6.943333333333333,5.2,10.4,0.5,5.2,10.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0.0,15.6,-31.1,15.6,0,0,20.7,76,84,43,84,61,45,59,29,15,21,24,49,51,49,43,69,77,49,45,26,29,31,38,60,41,89,88,40,5,72
Players,1630590,Scotty Pippen Jr.,Scotty,1610612763,MEM,24.0,2,0,2,0.0,5.668333333333333,12.7,12.7,1.0,6.4,6.4,1.0,0.0,0.0,0.0,0.0,6.4,6.4,0.0,12.7,6.4,0.0,0.0,12.7,6.4,31.8,-12.7,45.7,1,0,57.2,76,84,43,84,78,11,46,1,12,40,1,49,51,49,43,30,49,49,3,3,29,31,13,20,17,71,24,21,5,17
Players,1628983,Shai Gilgeous-Alexander,Shai,1610612760,OKC,26.0,10,6,4,0.6,35.37,14.2,28.5,0.5,2.0,7.1,0.286,16.3,17.3,0.941,1.0,3.1,4.1,5.1,4.1,0.0,1.0,1.0,0.0,11.2,46.8,17.3,58.3,3,0,60.1,9,10,1,37,11,9,8,29,34,33,38,5,6,27,38,59,65,24,20,26,22,24,77,8,8,31,15,4,5,11
Players,201939,Stephen Curry,Stephen,1610612744,GSW,37.0,3,3,0,1.0,6.316666666666666,0.0,17.1,0.0,0.0,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.4,25.6,0,0,17.1,56,29,124,1,76,70,28,70,47,18,47,49,51,49,43,69,77,3,45,26,29,31,77,60,80,13,64,40,5,83
Players,203500,Steven Adams,Steven,1610612745,HOU,31.0,1,0,1,0.0,2.1883333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,0.0,0.0,32.9,0.0,0.0,49.4,0,0,32.9,100,84,71,84,103,70,92,70,47,70,47,49,51,49,43,69,77,49,45,26,1,31,77,2,80,46,20,40,5,45
Players,1631106,Tari Eason,Tari,1610612745,HOU,24.0,2,0,2,0.0,0.745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.3,48.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0,0,48.3,76,84,43,84,116,70,92,70,47,70,47,49,51,49,43,3,3,49,45,26,29,31,77,60,80,46,16,40,5,22
Players,1630545,Terrence Shannon Jr.,Terrence,1610612750,MIN,24.0,1,0,1,0.0,0.018333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1963.6,0.0,0.0,-1963.6,0.0,0,0,0.0,100,84,71,84,127,70,92,70,47,70,47,49,51,49,43,69,77,49,45,26,29,31,1,60,80,129,107,40,5,107
Players,1628418,Thomas Bryant,Thomas,1610612754,IND,27.0,1,1,0,1.0,0.006666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5400.0,5400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6480.0,0,0,5400.0,100,53,124,1,130,70,92,70,47,70,47,49,51,49,43,1,1,49,45,26,29,31,77,60,80,46,1,40,5,1
Players,203501,Tim Hardaway Jr.,Tim,1610612765,DET,33.0,4,1,3,0.25,16.566666666666666,6.5,13.0,0.5,2.2,6.5,0.333,0.0,0.0,0.0,2.2,4.3,6.5,0.0,2.2,0.0,0.0,0.0,2.2,0.0,15.2,-2.2,20.9,0,0,23.9,39,53,19,75,33,34,44,29,31,39,30,49,51,49,28,45,48,49,32,26,29,31,61,60,42,60,75,40,5,62
Players,202699,Tobias Harris,Tobias,1610612765,DET,32.0,5,2,3,0.4,20.235,3.6,3.6,1.0,1.8,1.8,1.0,0.0,0.0,0.0,0.0,3.6,3.6,0.0,1.8,0.0,1.8,0.0,3.6,0.0,8.9,-19.6,16.7,1,0,17.8,26,38,19,64,26,55,89,1,37,67,1,49,51,49,43,56,66,49,34,26,17,31,48,60,68,74,85,21,5,78
Players,1631218,Trayce Jackson-Davis,Trayce,1610612744,GSW,25.0,1,0,1,0.0,0.08833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,100,84,71,84,124,70,92,70,47,70,47,49,51,49,43,69,77,49,45,26,29,31,77,60,80,46,107,40,5,107
Players,1629660,Ty Jerome,Ty,1610612739,CLE,27.0,4,1,3,0.25,2.8316666666666666,0.0,12.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.7,12.7,0.0,0.0,0.0,0.0,12.7,12.7,0.0,0.0,-165.3,15.3,0,0,12.7,39,53,19,75,98,70,45,70,47,70,47,49,51,49,43,11,18,49,45,26,29,1,12,60,80,124,89,40,5,94
Players,1629639,Tyler Herro,Tyler,1610612748,MIA,25.0,1,0,1,0.0,4.155,17.3,34.7,0.5,0.0,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.7,-60.6,34.7,0,0,34.7,100,84,71,84,85,4,6,29,47,29,47,49,51,49,43,69,77,49,45,26,29,31,77,60,14,102,44,40,5,44
Players,1630169,Tyrese Haliburton,Tyrese,1610612754,IND,25.0,11,9,2,0.818,37.895,12.3,25.6,0.481,2.8,9.5,0.3,7.6,8.5,0.889,1.9,3.8,5.7,8.5,0.9,1.9,1.9,2.8,0.9,4.7,35.1,18.0,65.3,6,0,59.8,1,1,43,10,8,12,10,42,28,26,37,16,21,28,33,53,54,15,40,16,15,14,76,31,13,30,10,2,5,12
Players,1631246,Vince Williams Jr.,Vince,1610612763,MEM,24.0,1,0,1,0.0,1.885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.1,19.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-76.4,22.9,0,0,19.1,100,84,71,84,106,70,92,70,47,70,47,49,51,49,43,6,7,49,45,26,29,31,77,60,80,115,68,40,5,74
Players,1628976,Wendell Carter Jr.,Wendell,1610612753,ORL,26.0,2,1,1,0.5,6.35,5.7,11.3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,5.7,11.3,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.3,-28.3,31.7,1,0,28.3,76,53,71,44,72,40,53,29,47,70,47,49,51,49,11,13,10,49,45,26,29,31,77,60,54,84,48,21,5,51
Players,1641744,Zach Edey,Zach,1610612763,MEM,23.0,1,0,1,0.0,1.2583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.6,28.6,0.0,28.6,0.0,0.0,0.0,57.2,0.0,0.0,85.8,5.7,0,0,28.6,100,84,71,84,113,70,92,70,47,70,47,49,51,49,43,4,4,49,1,26,29,31,4,60,80,11,105,40,5,50
